id_empresa,ciudad,sector,antiguedad_empresa,distancia_centro,productividad,numero_trabajadores,salario_promedio,rotacion_personal,crecimiento_nomina,numero_servicios,indice_formalizacion,indice_digitalizacion,indice_competencia,satisfaccion_servicio,aporte_mensual
8739,Medellín,Comercio,18.8,49.32,63.3,3,3.36,21.3,11.5,0,67.6,72.6,94.0,7.4,7700481.0
8740,Pereira,Comercio,8.5,38.36,50.5,4,2.66,26.0,4.1,0,60.6,46.4,63.2,7.3,5647177.0
8741,Barranquilla,Comercio,5.6,76.18,54.3,2,3.4,27.9,11.8,1,52.1,64.4,50.7,7.1,5782871.0
8742,Bogotá,Hoteles,58.0,47.55,76.6,19,4.16,14.9,7.0,0,90.0,73.6,52.9,6.2,13870209.0
8743,Cali,Comercio,6.9,63.5,61.1,7,4.1,27.1,9.9,1,62.7,67.9,78.9,5.7,7825171.0
8744,Bogotá,Comercio,7.2,48.61,54.3,37,4.16,33.7,9.7,1,67.3,61.4,77.7,7.6,12613857.0
8745,Medellín,Financiero,18.4,36.4,71.8,3,5.4,7.8,4.6,1,75.9,73.0,23.8,6.7,9596774.0
8746,Otras,Manufactura,13.3,26.51,43.4,8,2.7,18.7,0.2,3,66.2,59.0,24.4,7.2,6769201.0
8747,Bogotá,Manufactura,3.9,71.93,76.7,4,4.8,16.8,5.1,1,70.5,73.9,31.3,6.7,9108162.0
8748,Bucaramanga,Comercio,2.2,56.35,56.7,3,4.18,30.6,8.6,1,53.7,58.4,60.3,6.5,5943815.0
8749,Cali,Profesionales,8.2,30.39,75.1,82,4.96,8.9,7.6,3,69.1,65.5,96.1,7.4,24974614.0
8750,Medellín,Agricultura,11.6,17.08,56.1,1,2.99,22.8,17.7,3,71.5,64.3,67.4,7.1,8414595.0
8751,Bucaramanga,Construcción,10.7,22.49,48.8,6,3.26,30.9,3.9,0,61.6,62.9,17.3,6.0,6227067.0
8752,Bogotá,Salud,3.8,20.28,69.4,8,4.58,21.6,5.9,2,57.9,68.8,92.6,7.7,9001748.0
8753,Cali,Manufactura,8.9,50.5,68.5,4,3.35,15.5,0.7,1,73.9,73.1,99.7,5.5,8249733.0
8754,Cartagena,Comercio,14.5,54.81,57.0,20,3.0,27.6,-2.1,0,70.6,60.0,12.9,5.4,8554568.0
8755,Barranquilla,Comercio,14.9,71.39,54.5,22,3.12,17.6,17.1,2,53.2,60.5,79.0,7.1,9500729.0
8756,Cali,Minas,15.2,28.47,71.9,14,5.21,4.6,3.3,2,70.6,73.4,50.7,7.5,11588458.0
8757,Bogotá,Construcción,31.9,20.15,67.9,8,3.8,18.1,13.0,0,74.7,77.6,23.0,6.4,9831516.0
8758,Bogotá,Comercio,20.3,36.82,56.9,11,3.37,25.4,14.2,3,70.9,65.8,50.5,7.6,9496096.0
8759,Pereira,Comercio,15.7,37.02,38.2,29,3.89,22.7,6.8,1,69.0,54.0,29.4,6.4,10103422.0
8760,Cartagena,Comercio,38.6,45.25,57.3,12,4.74,26.7,11.2,2,62.7,57.1,4.7,6.7,9077270.0
8761,Bucaramanga,Agricultura,14.2,41.99,50.2,15,2.95,32.8,3.0,1,55.4,65.3,65.9,6.2,6875064.0
8762,Medellín,Manufactura,4.8,6.57,55.6,53,2.7,10.8,12.1,2,53.6,69.1,34.6,7.5,12102548.0
8763,Bogotá,Manufactura,12.0,15.36,73.8,60,4.6,9.6,14.4,3,76.5,78.1,84.0,6.2,21140297.0
8764,Bogotá,Agricultura,9.0,74.95,32.0,8,2.41,24.9,9.8,3,47.8,53.9,64.2,8.2,4819777.0
8765,Bogotá,Comercio,15.1,64.46,55.0,10,2.82,29.1,8.2,3,61.4,66.0,82.7,7.4,8050886.0
8766,Medellín,Energía,8.4,77.67,77.0,11,5.62,4.0,5.6,1,72.9,71.4,36.2,6.8,10974297.0
8767,Bucaramanga,Comercio,10.1,5.69,52.6,38,3.44,28.1,13.8,3,68.3,58.0,17.8,6.2,12002483.0
8768,Bogotá,Manufactura,14.9,14.64,63.5,24,4.55,13.8,-4.0,1,63.2,68.3,9.2,6.6,10773411.0
8769,Pereira,Información,11.7,35.7,70.8,4,3.91,12.0,5.3,2,65.4,67.1,82.8,5.7,8854726.0
8770,Bogotá,Manufactura,5.5,55.46,63.0,14,3.95,8.9,-1.0,1,60.6,76.9,9.6,6.2,9031372.0
8771,Cali,Transporte,6.3,40.75,49.5,17,3.14,17.5,-1.2,0,66.4,61.7,25.0,6.7,7545971.0
8772,Barranquilla,Profesionales,18.5,39.28,57.9,12,4.45,8.5,11.2,2,69.7,57.1,5.2,6.3,9919039.0
8773,Medellín,Financiero,11.3,36.92,68.4,2,4.69,19.7,-1.0,1,64.9,72.8,23.6,5.2,7598364.0
8774,Cali,Agricultura,5.3,12.07,58.0,10,3.06,26.4,0.3,1,56.4,64.7,35.0,5.0,6899236.0
8775,Bogotá,Comercio,60.0,65.4,57.5,105,4.24,26.0,15.1,4,67.7,63.3,32.4,7.0,27541755.0
8776,Bogotá,Comercio,6.8,26.86,69.2,7,4.75,30.2,7.8,1,71.4,77.8,45.5,7.1,8697824.0
8777,Cartagena,Manufactura,38.5,43.92,61.8,10,4.36,1.4,11.4,0,76.7,66.8,2.2,6.6,10420299.0
8778,Bogotá,Manufactura,20.3,53.66,64.1,120,4.68,13.2,3.8,3,70.8,76.8,41.6,6.3,30475011.0
8779,Bogotá,Agricultura,6.0,31.83,43.4,61,3.6,23.8,5.8,4,62.1,57.6,10.4,8.0,15053892.0
8780,Otras,Comercio,5.3,14.5,51.4,5,2.57,30.6,2.1,2,55.2,40.5,45.6,5.8,5464770.0
8781,Cartagena,Información,11.6,5.36,71.7,4,4.99,14.7,-3.3,0,72.5,62.6,84.0,6.4,7826495.0
8782,Bogotá,Profesionales,1.0,62.61,76.0,13,4.84,13.3,1.0,0,65.4,67.2,68.8,6.8,9902953.0
8783,Manizales,Profesionales,5.2,30.76,64.6,2,3.91,11.8,11.2,1,65.7,62.2,48.2,6.5,7357818.0
8784,Pereira,Hoteles,7.7,22.98,55.6,4,3.24,28.1,3.2,1,63.1,66.9,59.6,5.6,5823829.0
8785,Medellín,Manufactura,8.9,25.8,63.9,1,4.63,15.6,10.2,0,64.1,68.0,87.3,6.4,7023328.0
8786,Bogotá,Comercio,7.7,30.73,52.9,8,3.39,26.8,3.4,0,69.2,67.9,85.8,6.4,7193095.0
8787,Cali,Comercio,17.6,72.75,56.9,17,2.9,32.4,15.8,1,69.3,69.2,51.6,5.7,9506967.0
8788,Pereira,Manufactura,1.4,42.82,53.6,84,2.99,28.3,2.7,2,62.1,61.0,11.7,6.2,16013579.0
8789,Bogotá,Financiero,15.3,78.69,78.0,13,5.7,8.2,5.5,1,75.8,83.2,97.3,5.6,12446554.0
8790,Bogotá,Información,5.1,54.49,71.4,13,5.87,12.8,16.8,3,70.5,74.1,57.1,6.9,12461414.0
8791,Bogotá,Transporte,30.9,44.45,51.8,23,3.8,17.5,4.3,1,64.6,70.8,73.2,5.6,9925721.0
8792,Bogotá,Hoteles,11.7,56.58,67.8,30,3.87,25.1,4.6,0,73.5,78.2,66.7,5.1,12043183.0
8793,Pereira,Comercio,29.7,59.53,57.6,39,3.2,31.0,8.5,1,58.7,57.7,20.4,6.5,11773771.0
8794,Medellín,Comercio,7.4,48.74,51.7,29,3.56,22.3,1.1,0,54.0,51.9,97.0,4.8,8991430.0
8795,Bogotá,Comercio,15.2,38.16,69.5,18,3.52,22.7,6.3,1,74.1,74.3,86.2,5.8,10107769.0
8796,Medellín,Manufactura,10.4,47.07,37.7,12,3.2,12.6,2.8,0,67.4,58.8,19.0,6.0,6208465.0
8797,Cartagena,Información,8.7,16.44,71.1,40,3.75,17.6,10.7,0,70.9,68.2,57.1,5.8,13570535.0
8798,Bogotá,Información,35.5,24.35,73.0,18,5.26,9.3,11.0,2,70.9,80.9,53.7,7.5,13846099.0
8799,Medellín,Financiero,28.7,73.14,77.1,42,5.34,0.3,-0.0,1,72.9,74.0,99.1,6.5,17421712.0
8800,Bucaramanga,Profesionales,5.6,29.19,70.8,13,4.3,16.5,3.9,1,72.1,61.2,94.7,5.7,10158945.0
8801,Cali,Transporte,6.3,8.3,60.4,3,2.81,24.0,9.2,3,70.9,61.0,46.7,6.6,7983085.0
8802,Bogotá,Construcción,7.9,24.86,52.5,4,4.17,22.5,5.4,3,56.5,64.8,76.1,6.1,6927546.0
8803,Medellín,Manufactura,4.3,48.23,62.8,18,3.56,19.3,-7.2,0,65.1,59.9,11.6,6.0,8535508.0
8804,Bogotá,Información,2.7,51.86,66.0,12,4.97,8.1,7.0,2,65.8,82.8,39.7,6.8,10174554.0
8805,Medellín,Manufactura,7.6,11.2,49.6,12,3.13,12.5,9.6,0,66.8,69.0,23.2,5.7,7482959.0
8806,Bogotá,Minas,9.7,42.29,76.7,28,5.59,5.3,11.3,1,86.5,71.8,45.3,5.7,15922050.0
8807,Cali,Manufactura,11.1,20.34,59.0,16,4.05,17.4,4.8,0,58.6,74.6,98.1,6.1,8583611.0
8808,Bogotá,Minas,8.6,46.34,71.1,19,5.84,7.4,12.0,0,78.9,72.8,93.9,5.4,12937302.0
8809,Cali,Hoteles,2.7,0.01,47.4,4,2.98,29.0,-1.8,0,53.6,56.2,51.2,5.3,4563274.0
8810,Bogotá,Minas,34.9,30.94,71.4,57,5.41,9.3,6.1,0,78.8,69.1,3.5,5.8,21003544.0
8811,Medellín,Comercio,10.3,17.07,43.2,7,2.35,19.1,14.1,0,63.0,51.7,56.4,4.9,5699960.0
8812,Medellín,Hoteles,10.9,55.86,51.1,18,3.59,26.9,2.1,0,55.5,59.0,98.9,5.3,7305119.0
8813,Bogotá,Profesionales,5.5,46.1,74.1,14,4.94,1.6,4.9,1,70.3,76.8,73.8,5.9,11134158.0
8814,Bogotá,Agricultura,19.9,4.05,49.8,62,4.05,22.2,12.8,5,58.1,66.6,24.3,7.0,17503451.0
8815,Bogotá,Transporte,3.5,51.18,64.3,30,4.3,25.7,5.6,0,63.5,67.8,10.2,6.1,11093057.0
8816,Cali,Comercio,25.0,54.24,49.6,4,3.88,25.9,7.3,2,68.9,51.9,42.7,6.6,6962511.0
8817,Cali,Comercio,19.5,38.54,68.1,81,3.32,29.3,12.9,0,64.4,68.6,98.3,5.2,17884100.0
8818,Bogotá,Comercio,20.5,54.88,64.4,12,3.62,20.9,-4.1,2,65.8,65.8,81.8,5.9,8413471.0
8819,Manizales,Transporte,14.0,70.82,48.1,16,4.11,15.0,5.8,1,71.2,46.6,46.6,5.5,8288532.0
8820,Bucaramanga,Manufactura,19.0,38.54,67.2,1,4.08,21.9,9.7,1,59.1,66.4,42.5,6.4,7362650.0
8821,Manizales,Transporte,20.2,30.88,60.3,14,4.47,8.9,7.4,1,65.4,51.0,51.5,5.6,8857257.0
8822,Cali,Manufactura,12.8,21.89,65.2,9,4.06,15.6,11.6,0,60.6,74.6,78.6,5.5,8349449.0
8823,Bogotá,Comercio,6.2,65.67,57.0,3,3.55,30.9,2.9,2,54.1,66.6,13.8,5.6,6687707.0
8824,Medellín,Construcción,52.3,16.67,58.6,19,4.42,18.3,6.8,0,78.8,73.6,87.6,6.2,11495871.0
8825,Bogotá,Comercio,11.0,16.92,61.4,4,3.69,22.3,7.9,0,73.9,71.7,29.6,5.7,7751524.0
8826,Bogotá,Hoteles,12.7,48.73,72.3,9,3.59,34.4,12.8,2,76.8,71.4,69.8,7.5,10303128.0
8827,Bogotá,Profesionales,12.5,5.91,76.6,21,4.57,13.7,6.2,5,77.9,83.6,70.1,7.6,14760984.0
8828,Cali,Minas,60.0,53.57,63.9,42,4.87,6.8,11.8,4,76.1,64.0,95.9,7.6,26381066.0
8829,Bucaramanga,Construcción,8.7,16.84,63.1,6,3.7,25.4,5.4,1,63.5,72.8,81.8,6.5,7498008.0
8830,Cali,Profesionales,13.5,11.54,69.0,2,4.52,21.5,7.5,0,57.6,73.2,15.4,7.7,7415665.0
8831,Pereira,Información,6.6,31.26,53.7,35,4.69,18.6,-0.1,2,54.8,56.0,17.6,6.4,12422316.0
8832,Bogotá,Comercio,4.7,38.62,61.3,9,4.84,29.5,-1.3,1,71.7,68.9,41.5,6.2,8296464.0
8833,Bogotá,Manufactura,9.2,66.37,55.2,9,3.76,14.8,5.0,0,60.3,72.6,58.1,6.0,6954468.0
8834,Manizales,Minas,4.0,43.88,63.0,25,4.61,17.7,-7.6,1,60.3,73.8,57.6,6.5,10919473.0
8835,Bogotá,Hoteles,37.7,49.96,56.0,6,2.93,25.2,-1.8,1,82.3,72.4,45.9,6.4,7856005.0
8836,Cartagena,Comercio,2.3,13.48,63.7,15,2.42,22.8,-2.1,1,60.3,61.6,24.1,5.7,7796165.0
8837,Cali,Transporte,9.8,41.21,64.0,17,3.79,21.9,15.8,2,56.2,54.4,70.8,5.9,9930491.0
8838,Bogotá,Construcción,9.7,37.48,67.1,158,4.23,25.5,6.3,1,57.9,67.8,3.3,5.4,42879192.0
8839,Medellín,Manufactura,8.5,57.96,71.6,5,3.33,21.6,7.4,0,62.1,66.5,31.3,5.9,7655610.0
8840,Bogotá,Construcción,12.1,26.43,62.3,12,4.54,21.4,-0.3,2,73.2,68.6,12.3,6.7,9890116.0
8841,Bogotá,Comercio,7.6,56.77,58.5,4,3.23,33.4,6.9,1,50.4,54.5,69.4,6.5,5438868.0
8842,Bogotá,Comercio,17.8,57.7,52.3,23,3.79,20.2,6.6,0,64.7,68.3,12.1,5.9,9576224.0
8843,Cali,Salud,6.7,0.21,70.6,7,4.03,12.2,9.9,1,70.0,55.7,10.9,6.2,9287587.0
8844,Medellín,Comercio,9.4,71.07,56.5,4,3.73,25.8,1.0,0,62.3,58.9,34.0,5.9,6275509.0
8845,Medellín,Información,24.6,50.53,68.4,40,4.63,5.1,2.0,0,73.2,65.0,97.5,6.5,15263197.0
8846,Bogotá,Manufactura,32.7,2.34,53.4,32,4.57,11.0,6.4,1,71.0,57.6,66.6,6.7,12353635.0
8847,Otras,Agricultura,14.7,50.01,47.7,9,2.54,26.9,1.8,1,63.2,51.6,71.5,5.3,5990959.0
8848,Bogotá,Construcción,5.1,66.24,59.2,15,3.63,27.0,13.9,0,71.4,59.5,6.5,6.4,13535356.0
8849,Medellín,Hoteles,26.8,30.83,47.3,16,2.17,22.0,7.6,2,76.6,65.2,85.0,6.9,8224519.0
8850,Cali,Profesionales,11.3,15.12,62.7,9,4.38,20.1,2.1,0,78.0,61.1,12.0,5.0,8614781.0
8851,Cali,Energía,6.2,23.83,75.3,18,4.65,18.7,-5.1,3,73.2,65.0,33.4,5.8,12070972.0
8852,Cartagena,Manufactura,13.3,69.2,57.3,66,3.5,20.9,9.4,0,76.4,50.2,14.8,5.0,15693691.0
8853,Barranquilla,Comercio,6.5,43.53,56.2,58,3.62,24.9,8.0,1,65.3,60.5,82.4,6.4,22111391.0
8854,Medellín,Financiero,3.8,5.94,76.6,2,6.01,17.4,8.8,1,76.3,83.1,85.2,6.3,9479701.0
8855,Medellín,Comercio,11.8,77.04,45.8,53,3.05,31.2,8.7,2,64.1,65.4,75.2,7.1,12275446.0
8856,Bogotá,Comercio,19.8,49.98,57.8,3,3.32,27.7,3.4,1,63.7,70.6,85.4,8.3,6856033.0
8857,Cali,Comercio,4.6,78.95,46.6,33,3.29,30.5,19.0,1,65.1,68.6,16.5,6.2,10095884.0
8858,Medellín,Manufactura,5.3,75.41,68.7,28,3.58,25.7,2.3,3,71.5,81.7,77.8,6.9,12465082.0
8859,Bogotá,Manufactura,8.3,58.63,79.6,4,4.36,20.0,10.5,0,75.0,75.1,73.6,5.2,9220893.0
8860,Bogotá,Transporte,5.2,11.04,61.0,51,3.9,22.5,6.9,1,64.8,59.6,77.5,7.9,14109032.0
8861,Manizales,Información,26.7,50.28,73.6,3,4.77,14.1,12.8,0,69.6,73.3,87.7,6.3,9503541.0
8862,Cali,Comercio,8.9,44.39,55.2,5,3.46,22.2,4.3,2,64.9,65.4,3.4,7.6,7172333.0
8863,Bucaramanga,Comercio,27.1,77.82,46.4,19,1.61,17.0,-3.7,1,49.2,55.7,92.0,6.3,5396161.0
8864,Medellín,Información,14.6,71.94,72.1,41,5.14,4.7,12.3,3,83.6,67.6,40.6,7.5,17902249.0
8865,Otras,Minas,5.4,62.81,81.9,6,3.77,15.0,2.7,1,68.6,60.4,2.7,6.1,9256603.0
8866,Medellín,Transporte,7.8,70.48,79.2,8,3.93,27.9,10.2,2,73.7,66.8,84.8,6.3,10283667.0
8867,Cali,Agricultura,1.7,26.99,46.8,8,2.91,19.9,5.7,2,52.7,57.2,27.9,6.4,5815742.0
8868,Bogotá,Transporte,40.1,62.63,52.6,11,3.4,23.9,11.2,0,67.1,55.0,75.6,5.5,8065699.0
8869,Bogotá,Comercio,9.1,47.34,50.5,1,3.68,32.2,14.8,1,54.9,59.6,44.6,6.4,5535218.0
8870,Bogotá,Comercio,9.4,7.67,60.3,56,2.98,25.2,-2.3,1,68.2,72.4,13.6,5.3,13343104.0
8871,Medellín,Comercio,24.5,12.91,55.2,20,3.04,18.9,4.0,2,68.2,60.1,37.3,7.0,9348932.0
8872,Cali,Comercio,5.9,77.09,57.7,33,2.74,27.5,5.5,1,64.4,60.2,98.4,6.3,10389682.0
8873,Bucaramanga,Financiero,5.8,37.09,61.5,43,4.97,8.5,8.2,1,64.4,65.5,57.4,7.1,15653579.0
8874,Pereira,Manufactura,11.0,56.22,69.5,22,4.72,19.3,3.6,0,67.0,57.9,69.8,6.3,10881916.0
8875,Bogotá,Financiero,16.4,10.9,69.5,1,5.26,7.3,12.4,1,68.2,76.0,93.9,6.0,8680286.0
8876,Cali,Comercio,7.4,38.11,46.2,32,2.91,31.2,7.1,3,64.4,53.0,56.3,7.8,10219383.0
8877,Barranquilla,Información,17.4,28.45,68.2,11,5.04,12.8,9.2,1,72.1,75.6,58.5,6.5,10671051.0
8878,Bogotá,Manufactura,15.6,28.93,72.3,9,4.51,23.9,2.7,1,68.9,64.2,19.5,5.9,9121016.0
8879,Bogotá,Comercio,10.4,44.27,57.4,13,4.09,26.3,-0.4,2,58.6,71.7,6.0,7.6,7956077.0
8880,Medellín,Comercio,11.8,48.58,50.1,11,2.54,26.4,2.0,1,53.1,62.5,43.7,6.8,6139373.0
8881,Bogotá,Transporte,11.6,47.22,54.7,38,4.16,23.6,5.1,1,59.7,76.2,94.6,6.9,12368788.0
8882,Barranquilla,Comercio,7.1,74.74,41.0,101,3.15,26.8,11.4,0,51.1,71.1,99.4,6.0,17370718.0
8883,Bogotá,Información,1.9,1.18,80.3,20,5.58,14.2,13.7,2,62.4,66.2,13.4,7.9,12840041.0
8884,Bogotá,Construcción,22.5,75.55,52.9,12,4.39,26.5,18.7,3,62.8,61.4,35.6,6.9,9880982.0
8885,Cali,Construcción,5.2,30.52,76.2,6,3.07,22.0,6.8,2,69.2,63.1,81.8,5.4,9400563.0
8886,Bogotá,Profesionales,22.2,53.46,72.4,79,4.52,11.6,2.5,2,76.8,72.0,56.3,6.6,22600457.0
8887,Bucaramanga,Transporte,10.6,50.69,57.3,12,3.56,19.5,4.0,2,71.7,59.9,45.7,7.2,8413474.0
8888,Medellín,Información,8.8,76.02,75.1,6,5.37,9.2,-5.0,0,70.9,71.2,78.3,7.1,8779765.0
8889,Bogotá,Comercio,17.3,5.82,60.8,3,3.6,22.2,7.9,0,63.4,67.6,35.0,5.7,6789106.0
8890,Bogotá,Información,3.8,73.8,79.6,7,6.15,12.4,11.3,0,65.1,76.4,83.4,6.1,9950978.0
8891,Bucaramanga,Profesionales,7.8,20.13,79.8,46,4.07,15.4,7.9,2,70.9,89.1,15.1,7.7,16745017.0
8892,Otras,Agricultura,30.0,29.81,46.4,26,2.43,15.6,8.8,2,67.2,58.4,95.1,7.0,9985104.0
8893,Bogotá,Energía,12.9,31.41,67.6,40,5.76,17.1,6.6,0,67.9,62.4,43.9,4.4,16523931.0
8894,Bucaramanga,Financiero,36.1,60.6,64.8,8,4.79,7.9,-1.4,2,76.5,74.5,52.1,7.8,9775018.0
8895,Bogotá,Transporte,9.0,72.0,58.2,11,3.76,20.5,6.0,0,72.9,80.0,88.7,7.2,8869219.0
8896,Bogotá,Agricultura,49.5,36.36,60.9,10,3.23,13.6,8.3,2,76.9,69.5,38.4,4.9,10451289.0
8897,Bogotá,Salud,22.9,36.01,81.9,13,5.64,15.5,7.5,1,83.5,71.3,32.5,6.6,13214043.0
8898,Medellín,Profesionales,13.5,24.83,63.6,14,5.02,22.0,2.9,0,66.7,57.7,2.7,4.5,9142979.0
8899,Otras,Profesionales,4.4,61.95,61.3,14,4.47,20.2,9.2,3,66.6,57.4,24.7,6.6,9829097.0
8900,Bogotá,Financiero,16.2,60.28,93.3,9,6.55,1.4,5.8,2,81.9,81.9,91.6,6.5,14009484.0
8901,Bogotá,Transporte,5.3,36.14,66.4,6,3.2,22.6,0.6,2,69.3,63.5,77.6,6.3,8318515.0
8902,Cali,Agricultura,12.1,23.09,43.8,9,2.31,30.0,2.3,2,55.1,60.6,48.4,7.7,5758353.0
8903,Bogotá,Manufactura,11.7,52.2,81.2,25,4.79,16.6,6.3,2,65.2,75.3,16.8,7.0,13607020.0
8904,Bogotá,Hoteles,4.5,51.95,62.2,11,3.14,28.4,-2.1,0,60.9,64.8,58.3,5.6,7212382.0
8905,Bogotá,Información,7.7,44.17,60.0,8,4.84,11.3,8.3,0,75.0,67.6,27.0,6.4,8795741.0
8906,Barranquilla,Construcción,4.9,2.12,60.1,6,3.9,20.3,-8.7,1,62.2,74.4,18.3,5.7,7095172.0
8907,Bucaramanga,Comercio,45.1,70.2,48.5,20,2.76,15.9,1.6,0,68.2,46.6,66.1,5.5,7426370.0
8908,Bucaramanga,Comercio,6.1,0.5,41.7,21,3.74,28.5,12.8,1,51.0,62.1,85.2,6.6,7969692.0
8909,Cartagena,Comercio,14.4,38.65,43.8,25,3.35,30.9,16.1,0,62.8,57.6,27.1,5.4,8793306.0
8910,Bogotá,Agricultura,3.6,52.06,54.9,14,3.9,9.2,-2.4,2,62.0,72.5,82.4,7.0,8698115.0
8911,Cali,Manufactura,2.7,44.94,58.9,10,3.83,26.6,11.7,2,55.3,65.5,4.2,6.5,7711882.0
8912,Barranquilla,Información,7.5,68.05,60.4,11,4.96,11.4,-1.0,0,63.0,54.7,94.9,7.1,8182484.0
8913,Medellín,Agricultura,5.4,28.04,61.0,1,3.75,22.6,5.4,2,67.4,61.9,2.0,6.6,6957141.0
8914,Bogotá,Agricultura,3.7,75.22,45.1,14,3.19,29.1,11.4,1,63.1,55.6,34.3,5.7,7238186.0
8915,Bogotá,Comercio,10.1,49.62,57.7,8,2.63,17.4,6.2,3,61.8,65.7,96.8,7.5,8172443.0
8916,Manizales,Información,13.2,49.0,54.6,78,4.55,5.4,-1.7,2,51.7,55.4,79.6,7.2,19925562.0
8917,Medellín,Agricultura,4.1,72.1,33.6,28,2.37,17.6,5.4,0,45.9,63.8,67.0,5.6,6415411.0
8918,Barranquilla,Comercio,2.6,64.47,59.1,22,3.13,32.6,11.2,0,52.4,64.6,69.7,6.2,8462870.0
8919,Medellín,Agricultura,7.3,54.54,41.1,5,3.01,19.6,7.6,0,58.3,56.1,87.2,6.2,5583050.0
8920,Medellín,Minas,57.1,79.43,76.8,9,5.98,9.9,8.7,0,82.4,73.8,30.1,5.7,12255919.0
8921,Bogotá,Comercio,28.3,43.67,52.4,34,4.33,21.9,10.0,1,71.6,85.5,54.8,6.2,13199749.0
8922,Cali,Comercio,24.6,52.99,52.8,18,3.09,23.4,5.0,0,68.6,55.2,60.3,5.9,8036200.0
8923,Bucaramanga,Construcción,14.4,16.29,67.7,16,4.34,21.8,-2.2,2,76.3,62.6,68.4,6.3,10899831.0
8924,Bogotá,Minas,13.9,16.08,76.1,13,4.38,22.4,17.2,0,82.5,78.5,7.5,6.1,11652890.0
8925,Bogotá,Construcción,4.1,47.45,69.6,13,4.98,22.3,17.2,1,59.6,63.9,91.3,5.6,9771100.0
8926,Medellín,Transporte,11.3,56.44,57.9,5,3.44,13.0,-8.9,1,64.4,56.6,43.4,6.1,6113124.0
8927,Barranquilla,Profesionales,2.7,28.53,55.6,13,3.48,12.0,12.4,2,71.7,59.2,74.3,6.1,9085783.0
8928,Bogotá,Comercio,1.3,43.76,64.2,10,3.91,31.8,-7.0,0,62.4,68.6,97.2,6.5,7409175.0
8929,Bogotá,Información,15.1,10.27,57.1,22,5.5,10.4,11.3,2,64.3,67.3,69.5,7.5,12466711.0
8930,Bucaramanga,Financiero,2.2,14.24,67.5,13,4.97,15.5,7.0,0,73.4,64.0,34.1,6.2,9640464.0
8931,Bucaramanga,Comercio,7.7,3.84,55.1,7,2.87,25.5,11.9,1,64.6,74.2,16.8,6.4,7770012.0
8932,Bogotá,Comercio,38.2,60.67,67.6,11,3.6,21.6,-8.2,2,75.1,72.3,59.8,6.7,8525482.0
8933,Barranquilla,Construcción,7.1,43.15,44.3,20,4.07,21.2,0.5,1,42.3,41.1,37.8,6.0,7139706.0
8934,Barranquilla,Comercio,54.6,35.01,60.7,49,2.96,15.7,8.7,1,81.6,59.6,54.4,6.1,13855362.0
8935,Medellín,Transporte,12.3,52.93,48.8,30,4.74,23.0,2.5,1,60.1,61.0,11.7,5.1,11338155.0
8936,Barranquilla,Construcción,10.5,59.68,65.2,15,3.61,28.6,5.5,2,66.3,54.8,57.3,7.3,9262846.0
8937,Barranquilla,Hoteles,9.6,46.34,44.4,6,3.13,25.5,-7.3,0,53.0,55.6,96.3,5.2,4749273.0
8938,Bogotá,Transporte,20.0,7.12,60.1,13,3.65,18.5,1.2,3,72.3,60.2,34.6,6.6,9525236.0
8939,Barranquilla,Información,5.8,27.7,65.2,27,4.03,21.6,13.1,0,57.6,56.2,99.9,6.4,9954189.0
8940,Cali,Agricultura,6.4,63.74,51.5,5,3.46,23.4,3.8,2,65.7,66.1,66.1,8.5,6913321.0
8941,Cartagena,Comercio,5.6,47.32,62.1,1,4.2,23.9,2.7,0,68.0,66.3,85.8,5.6,6776794.0
8942,Barranquilla,Profesionales,9.3,6.31,62.2,12,4.37,15.4,8.1,0,59.2,61.8,50.9,6.3,8641341.0
8943,Bogotá,Comercio,6.3,29.06,71.3,7,3.88,25.7,15.2,1,70.6,72.5,5.9,5.5,9321198.0
8944,Cali,Salud,13.9,7.45,87.0,14,2.78,11.4,7.6,0,79.0,69.9,3.8,7.0,10755582.0
8945,Bogotá,Comercio,9.8,55.09,55.7,16,3.87,34.7,3.1,2,53.5,66.5,1.0,7.4,8405461.0
8946,Bogotá,Transporte,20.1,78.28,68.2,10,5.17,22.3,3.6,0,69.9,68.4,46.0,5.4,9354300.0
8947,Cali,Comercio,7.3,74.83,61.8,17,3.75,32.0,-3.0,1,72.3,61.2,37.1,6.9,9307051.0
8948,Medellín,Información,5.4,58.71,63.6,40,4.21,18.0,6.5,3,50.4,59.8,1.6,6.1,13953173.0
8949,Bucaramanga,Construcción,11.1,36.66,55.3,17,4.48,18.8,10.5,1,60.3,54.8,81.7,8.0,8953034.0
8950,Manizales,Información,7.6,55.5,83.7,5,5.2,14.1,15.4,0,75.7,73.0,89.3,5.1,10213459.0
8951,Otras,Profesionales,32.3,54.48,51.3,28,3.6,17.4,11.1,0,76.4,44.7,10.1,4.6,10795545.0
8952,Cali,Comercio,29.3,22.64,54.0,5,3.52,25.2,0.2,1,82.2,62.4,35.0,6.9,7558173.0
8953,Cali,Minas,7.0,61.52,59.1,13,3.88,16.1,-0.4,0,57.9,55.2,57.9,7.2,7490305.0
8954,Medellín,Financiero,10.9,14.98,85.8,77,5.98,7.9,0.0,3,77.9,73.6,12.8,7.0,28550497.0
8955,Bogotá,Profesionales,13.8,75.56,66.9,19,5.29,12.3,7.6,5,70.0,73.9,87.1,8.7,13472947.0
