id_empresa;nit;sector;antiguedad;tiempo_afiliacion;num_trabajadores;crecimiento_empleo;uso_servicios;satisfaccion;rotacion;salario_promedio;digitalizacion;formalizacion;distancia;abandono
9081;822425584;Servicios;9.1;6.0;27;-5.1;5;80.8;18.9;2.74;81.9;90.1;2.4;1
9082;950733383;Tecnología;7.1;1.9;111;5.8;3;38.3;6.3;1.9;45.6;51.0;10.4;1
9083;990202508;Servicios;13.7;7.6;12;15.4;2;42.4;20.2;3.17;54.1;53.1;5.5;0
9084;842379188;Comercio;3.9;2.3;16;-0.1;2;57.0;11.9;4.16;84.0;68.5;8.7;1
9085;896641705;Servicios;30.3;27.7;14;-1.7;6;74.9;14.8;3.18;35.9;53.1;26.0;0
9086;822926081;Servicios;35.0;34.4;25;12.5;5;62.4;20.8;3.23;52.9;59.6;5.6;0
9087;822089690;Comercio;7.9;2.5;5;10.1;2;40.3;0.1;2.63;49.0;64.7;13.0;0
9088;806212811;Comercio;7.0;3.9;5;11.7;7;93.3;10.1;2.56;44.4;47.0;5.1;0
9089;822041123;Comercio;7.7;4.1;19;-0.2;4;61.2;11.6;2.8;47.7;46.8;12.0;0
9090;999649614;Servicios;41.1;15.1;8;-8.8;7;86.5;13.1;3.91;71.2;54.3;2.2;0
9091;825954530;Tecnología;50.0;47.1;90;20.2;5;60.8;7.8;2.75;76.4;77.0;33.9;0
9092;804563498;Comercio;12.2;3.6;22;-7.8;4;67.8;10.1;3.97;75.7;54.6;22.8;0
9093;801229921;Transporte;10.4;7.6;5;-5.0;2;54.8;12.0;3.85;69.6;70.0;0.5;1
9094;997278899;Servicios;12.8;7.1;25;-14.6;5;64.3;10.1;2.42;37.7;38.1;23.3;0
9095;806419498;Tecnología;8.5;6.0;15;-10.8;9;86.3;28.0;4.03;92.7;98.6;7.6;0
9096;956525950;Manufactura;8.1;7.1;72;10.8;10;87.4;9.7;3.2;68.4;70.7;16.1;0
9097;926677994;Servicios;3.6;2.0;21;20.9;3;49.0;21.9;2.4;47.9;67.3;2.0;0
9098;859788709;Comercio;26.0;25.2;8;8.3;8;81.3;4.1;3.55;88.3;82.9;2.5;0
9099;954423543;Manufactura;3.4;1.6;14;9.5;10;85.5;14.8;2.6;64.6;85.5;13.1;0
9100;853610402;Servicios;5.8;3.1;55;24.5;0;31.2;3.8;3.22;63.3;74.1;10.6;0
9101;909819391;Servicios;13.3;5.8;31;14.7;8;84.2;9.5;6.04;91.5;84.2;25.4;0
9102;905757512;Manufactura;14.0;7.8;12;10.2;6;85.5;12.6;2.96;50.8;56.4;11.9;0
9103;893490602;Comercio;11.6;11.5;209;-12.8;7;78.7;39.4;2.81;70.0;64.9;4.1;0
9104;986880399;Servicios;11.4;3.9;17;2.1;1;43.4;8.4;3.11;77.4;63.4;19.3;0
9105;931248895;Servicios;5.4;4.8;48;16.6;0;34.1;36.3;3.37;47.2;63.9;39.9;1
9106;882501187;Comercio;10.0;6.0;11;-3.6;7;62.6;18.7;2.77;78.7;75.6;36.7;0
9107;954741362;Construcción;47.4;9.8;39;-5.0;0;54.5;16.7;2.87;96.5;71.8;7.8;0
9108;957297429;Servicios;23.7;23.0;6;7.9;5;62.5;11.5;4.98;64.6;70.3;30.8;0
9109;848076802;Manufactura;19.3;9.6;31;-6.2;3;63.2;5.9;2.85;46.4;63.1;0.2;1
9110;825237742;Comercio;7.7;4.1;34;1.8;1;63.9;9.3;6.97;56.0;56.1;21.2;1
9111;924431366;Servicios;11.2;4.4;5;2.7;4;61.5;15.3;4.1;65.3;58.7;26.0;1
9112;805579459;Construcción;14.5;6.5;33;11.7;4;72.4;13.9;4.14;88.1;74.1;0.8;0
9113;898286631;Servicios;3.0;1.3;177;7.5;1;54.6;37.2;3.23;79.2;65.1;0.0;1
9114;848398797;Manufactura;3.4;0.9;16;4.1;5;70.2;26.3;3.26;24.1;37.4;1.6;1
9115;890820639;Comercio;3.9;2.6;18;-15.7;4;51.0;19.8;4.02;59.1;49.7;24.6;1
9116;976762474;Servicios;6.8;2.2;23;23.1;7;62.6;30.9;1.9;39.6;48.1;11.0;0
9117;911491374;Servicios;3.1;0.7;39;3.1;4;68.7;4.9;3.32;87.6;89.7;21.8;0
9118;946110102;Servicios;18.6;4.3;23;-1.5;6;59.2;6.7;3.78;85.7;73.8;11.0;1
9119;914580995;Servicios;5.0;2.8;81;-9.6;7;65.3;28.9;8.4;73.2;74.0;0.7;0
9120;932593664;Servicios;7.7;1.6;28;20.2;1;60.4;29.3;1.67;78.2;58.2;6.3;1
9121;891775246;Servicios;10.1;2.9;50;6.1;4;69.4;7.6;1.76;67.8;66.0;2.8;0
9122;940515670;Manufactura;15.3;8.3;7;-1.6;3;68.2;6.5;3.27;82.6;83.1;3.5;0
9123;920068144;Servicios;50.0;44.4;15;2.6;4;70.6;24.4;4.93;54.8;52.2;0.9;0
9124;871707633;Manufactura;11.6;5.1;136;1.7;2;58.9;21.8;2.69;90.7;85.2;1.4;0
9125;918704306;Comercio;4.9;3.9;14;-7.8;0;45.7;24.2;2.74;19.7;31.9;4.1;1
9126;937308334;Servicios;19.5;15.9;19;-9.4;2;46.5;2.6;3.12;32.9;63.1;22.2;0
9127;992280917;Servicios;11.0;4.8;46;8.6;5;73.6;23.3;3.64;52.7;53.4;0.4;0
9128;811925720;Construcción;17.8;5.8;73;-2.6;4;71.4;24.6;3.86;83.4;85.8;3.8;0
9129;985131743;Manufactura;8.9;8.3;12;-1.7;5;53.8;33.7;3.75;50.8;52.1;9.6;1
9130;807105448;Servicios;35.0;15.3;11;16.4;6;59.1;7.9;4.43;34.2;59.0;21.5;0
9131;915268405;Servicios;8.6;6.9;7;15.2;3;66.8;11.8;2.21;56.1;51.2;33.4;1
9132;975109972;Comercio;15.8;6.6;6;22.4;2;44.5;7.4;4.91;43.3;45.3;7.7;1
9133;979219792;Servicios;19.2;16.6;20;15.3;7;64.4;23.7;3.47;63.8;55.8;12.1;0
9134;927240319;Servicios;12.3;7.6;14;-10.8;6;60.0;36.2;3.69;79.3;59.7;5.3;1
9135;970243495;Servicios;7.3;4.1;90;-0.3;7;99.2;7.3;4.08;31.4;35.3;0.9;0
9136;817359787;Comercio;6.5;3.7;28;5.7;2;44.5;16.3;3.09;69.2;75.8;1.6;1
9137;889031397;Servicios;8.2;5.6;16;5.0;5;59.4;10.1;3.63;64.9;59.2;0.9;0
9138;980239189;Transporte;10.5;2.6;48;7.6;4;63.9;30.5;2.88;10.9;30.9;6.2;1
9139;946479422;Servicios;11.4;6.7;36;7.3;3;72.6;8.6;4.49;37.0;43.1;1.5;0
9140;852197015;Construcción;7.2;5.1;31;-9.0;5;68.7;1.9;2.47;75.5;72.6;5.8;0
9141;873322280;Comercio;2.3;0.6;19;3.6;3;48.3;28.5;4.34;70.9;57.7;1.4;1
9142;929090550;Servicios;14.2;6.2;61;13.6;10;78.8;6.4;4.7;72.6;80.0;10.7;0
9143;804526548;Comercio;12.9;7.3;180;21.3;4;51.8;22.0;1.89;79.7;78.5;3.7;0
9144;862660558;Tecnología;24.7;19.3;5;16.0;6;72.2;27.7;3.9;73.9;55.6;1.6;0
9145;974175593;Transporte;37.6;26.2;70;-0.6;3;56.6;4.5;4.41;83.2;72.8;31.4;0
9146;997460374;Servicios;25.1;15.4;26;12.2;5;68.9;9.0;2.97;72.5;72.8;7.6;0
9147;811297397;Servicios;7.3;2.8;29;-17.9;0;56.2;5.9;5.49;65.5;71.5;7.1;1
9148;947516247;Comercio;11.4;2.8;114;6.5;5;58.8;22.3;4.46;67.6;80.1;24.0;0
9149;935645281;Comercio;13.4;11.6;23;1.4;4;65.5;30.2;2.14;47.0;44.7;3.0;0
9150;954426594;Servicios;6.7;4.2;10;-4.4;2;62.1;20.9;2.27;64.0;55.8;13.6;1
9151;807447514;Servicios;8.0;3.6;31;-4.7;2;57.0;16.1;1.98;80.1;52.0;16.4;1
9152;995071938;Servicios;11.8;8.5;10;-5.1;10;100.0;22.8;3.12;95.2;82.8;0.8;0
9153;876483180;Construcción;5.0;1.3;51;-6.9;3;37.0;23.4;2.22;17.3;54.6;3.8;1
9154;877147576;Comercio;6.3;1.9;26;-5.2;4;56.5;30.8;3.89;67.3;66.8;0.5;0
9155;859321777;Comercio;5.7;3.7;13;11.7;5;49.0;34.5;2.11;59.3;68.7;9.5;1
9156;919871749;Servicios;10.0;5.2;5;-0.1;7;82.4;6.6;4.36;43.8;49.9;15.4;0
9157;847171216;Manufactura;20.9;10.9;11;13.3;8;93.9;4.0;4.82;63.5;65.9;15.5;0
9158;832775711;Comercio;15.8;11.5;76;10.7;7;84.0;29.1;1.96;82.9;76.7;0.3;0
9159;848447781;Comercio;9.4;4.4;5;18.6;7;85.2;6.9;2.45;68.1;72.4;0.0;0
9160;996980338;Comercio;9.5;9.2;28;-4.9;2;54.9;13.7;1.85;33.7;49.5;16.1;1
9161;803950715;Comercio;16.5;12.1;29;13.9;3;63.6;10.8;5.88;76.6;53.8;2.3;0
9162;904492308;Construcción;12.0;8.7;67;-16.7;2;50.3;28.9;2.64;36.9;51.6;25.8;1
9163;942936233;Comercio;16.2;9.8;33;7.3;8;81.5;23.0;3.76;73.9;83.2;1.9;0
9164;949509419;Comercio;5.0;2.4;40;-8.0;4;58.6;12.3;2.57;66.0;71.6;18.3;1
9165;976369754;Transporte;21.3;11.7;37;18.8;3;50.0;18.5;3.12;73.8;66.4;6.8;0
9166;891313557;Servicios;26.5;24.8;13;9.1;3;47.7;11.4;3.39;67.9;65.5;4.1;0
9167;825833745;Manufactura;1.0;0.6;24;1.5;9;96.3;20.9;2.63;59.9;54.5;19.0;0
9168;960060153;Manufactura;6.3;2.3;12;-2.5;3;49.6;19.6;3.83;47.2;52.5;6.9;1
9169;845653598;Servicios;5.5;4.0;19;-1.6;4;57.8;11.1;2.19;76.1;60.9;2.0;0
9170;962341421;Servicios;7.4;3.7;56;21.4;4;50.8;15.5;6.47;70.3;57.6;5.0;0
9171;927361696;Transporte;12.3;4.6;33;3.4;4;65.0;14.8;3.04;72.9;74.7;18.5;0
9172;886901291;Comercio;17.9;11.3;17;12.8;5;67.2;15.5;2.84;90.5;96.7;6.5;0
9173;812728603;Comercio;11.2;5.1;57;-5.7;3;54.1;21.6;2.62;84.5;68.6;17.0;1
9174;853568577;Servicios;8.4;4.9;7;-2.6;6;73.1;9.3;2.79;90.6;90.6;7.5;0
9175;974101935;Transporte;23.4;11.1;9;9.4;6;75.3;20.5;3.54;84.5;71.4;6.0;0
9176;932732544;Manufactura;18.7;10.1;11;13.1;5;77.7;20.4;2.17;59.8;54.1;30.0;0
9177;973472838;Transporte;11.4;3.0;8;20.7;4;58.3;21.4;5.52;26.0;39.9;4.7;0
9178;899490455;Manufactura;14.2;4.0;34;21.3;7;58.0;20.7;3.07;42.9;55.0;10.0;0
9179;872879997;Servicios;1.5;1.1;13;23.0;4;51.5;17.8;5.07;67.0;75.0;9.0;0
9180;811456463;Transporte;5.3;2.8;95;2.4;4;45.3;17.9;4.27;57.7;51.2;1.9;1
9181;815876481;Servicios;14.4;12.8;16;10.0;4;60.6;10.1;1.51;60.8;57.6;15.5;0
9182;943404179;Servicios;11.8;10.6;26;-18.2;2;47.4;2.8;1.6;40.7;32.8;4.3;0
9183;997542424;Manufactura;6.6;5.0;23;2.0;4;61.8;47.8;4.8;13.6;9.5;2.2;1
9184;941965408;Transporte;18.5;17.2;25;16.1;8;90.0;23.9;1.83;29.7;48.1;7.4;0
9185;872268207;Manufactura;24.8;24.5;83;17.6;7;80.5;6.3;3.79;51.4;59.1;17.5;0
9186;984663213;Comercio;4.5;1.8;10;-1.3;2;54.6;37.2;1.98;84.4;74.7;6.4;1
9187;824373577;Servicios;12.8;11.4;12;13.4;2;57.0;9.9;6.53;77.9;59.6;0.8;0
9188;829230872;Comercio;2.1;1.0;17;19.7;3;54.4;24.3;3.11;76.3;63.1;19.4;1
9189;959847311;Servicios;7.3;4.3;12;10.1;2;58.3;7.2;5.55;65.7;60.2;3.1;0
9190;977049603;Construcción;3.8;0.8;14;-3.1;5;61.3;28.1;2.92;61.6;58.8;17.1;1
9191;868849191;Transporte;11.2;2.6;8;6.1;3;63.7;14.3;2.17;67.1;72.4;21.5;0
9192;981447464;Servicios;4.8;4.0;26;-1.4;7;59.2;11.8;1.18;80.9;68.5;10.6;0
9193;978797526;Manufactura;5.4;4.5;10;-15.4;3;56.5;7.2;3.51;32.4;44.5;5.0;1
9194;903257651;Manufactura;26.0;11.0;99;-0.4;2;58.8;2.9;4.73;36.4;50.9;16.3;0
9195;927678190;Manufactura;1.9;0.6;12;-1.2;9;87.2;13.5;3.09;37.7;36.4;14.9;1
9196;881029832;Comercio;31.4;13.2;49;11.4;6;58.6;28.9;2.57;57.2;74.8;11.1;0
9197;859959659;Comercio;3.3;1.4;17;22.9;10;84.7;21.0;3.72;63.3;71.4;2.0;0
9198;954248093;Servicios;16.0;7.5;6;19.9;5;64.4;25.3;2.79;42.8;56.2;22.7;0
9199;979031754;Servicios;5.1;3.7;17;-0.3;5;57.3;13.2;2.85;84.8;85.8;11.1;0
9200;879510525;Servicios;10.6;3.8;40;10.8;7;81.9;8.3;2.61;73.5;67.8;5.7;0
9201;985728050;Servicios;18.5;7.4;89;8.4;1;53.8;28.7;4.6;44.4;68.1;5.8;1
9202;954550713;Construcción;7.0;4.9;28;-3.4;6;74.2;4.2;3.03;60.4;63.7;9.6;0
9203;965420690;Servicios;15.0;5.9;14;18.6;5;71.3;37.9;4.38;74.0;65.3;22.5;1
9204;860749198;Comercio;47.6;23.8;20;7.6;4;56.0;23.5;3.16;66.4;55.1;13.0;0
9205;830338523;Construcción;9.3;8.6;14;-1.8;4;62.0;6.7;3.85;30.6;62.3;32.7;0
9206;840949487;Transporte;4.6;3.7;6;26.3;6;70.9;18.8;5.75;54.7;52.4;1.6;0
9207;842526454;Comercio;14.2;3.8;10;6.8;5;50.4;23.4;4.48;73.5;67.7;13.4;0
9208;978770666;Servicios;6.7;5.7;28;10.4;8;67.4;29.5;3.53;74.6;65.9;6.8;0
9209;846367119;Manufactura;6.1;3.7;58;-11.1;6;81.4;13.5;3.27;85.6;77.6;25.1;0
9210;821236317;Comercio;4.4;1.8;20;14.3;1;53.1;18.9;3.72;85.5;74.3;1.6;0
9211;827011128;Servicios;6.1;5.3;37;15.4;5;60.7;22.7;3.45;78.8;71.4;11.5;0
9212;838350507;Construcción;7.7;4.2;11;-1.4;2;28.9;21.5;4.52;50.8;53.5;42.0;1
9213;874986350;Construcción;5.9;2.0;29;-0.9;7;84.8;7.5;4.52;61.4;38.1;3.9;0
9214;967377054;Manufactura;17.2;6.0;21;-3.7;7;60.7;16.1;4.32;39.0;35.8;4.9;1
9215;875211201;Servicios;4.3;2.6;34;15.7;6;85.5;17.1;2.41;74.5;75.5;3.7;0
9216;808059807;Servicios;7.8;3.8;9;0.5;5;69.3;39.2;5.47;77.7;54.8;3.4;1
9217;828217964;Tecnología;7.4;5.8;21;-3.9;4;52.5;24.5;6.47;80.6;81.7;25.7;0
9218;980262927;Comercio;27.9;15.5;26;-3.0;6;78.1;19.6;5.82;41.3;49.4;1.0;0
9219;815814956;Construcción;2.7;2.0;33;9.4;4;54.6;6.5;2.84;50.9;50.5;14.0;0
9220;838068653;Transporte;16.8;14.5;16;3.8;1;58.4;20.9;4.91;88.1;94.2;6.0;0
9221;989319710;Servicios;24.6;8.2;17;24.0;4;61.8;12.6;3.56;52.9;58.7;10.2;0
9222;890486650;Manufactura;3.6;1.5;44;10.7;2;57.7;17.1;3.4;12.6;30.7;16.6;1
9223;846782348;Servicios;2.6;1.5;32;7.5;7;92.4;10.5;2.52;57.3;49.6;0.3;0
9224;961109712;Tecnología;19.8;9.3;7;11.4;4;42.0;11.9;3.57;25.0;34.4;4.6;0
9225;844751126;Transporte;25.7;11.9;13;25.7;4;59.1;18.0;2.26;51.0;53.1;50.0;0
9226;980435538;Transporte;15.5;6.2;19;13.3;7;78.6;8.6;4.17;78.0;64.4;6.4;0
9227;974415864;Comercio;21.4;21.2;19;-5.0;1;47.4;30.0;4.41;49.6;72.6;7.8;1
9228;906649542;Servicios;7.3;6.2;40;9.7;4;59.1;7.0;3.67;81.9;64.4;43.6;0
9229;933959043;Servicios;14.3;9.0;50;-8.6;5;64.5;6.9;2.8;55.3;52.9;3.7;0
9230;807579017;Transporte;3.6;1.5;86;10.4;5;76.6;6.4;4.36;46.5;44.1;5.1;0
9231;852350163;Tecnología;7.0;3.4;82;10.4;1;44.4;28.0;2.92;81.5;85.5;10.7;0
9232;973580043;Servicios;11.9;10.8;13;8.4;1;46.1;5.7;4.54;64.7;65.8;3.3;0
9233;854948677;Comercio;10.9;7.0;20;4.0;7;85.4;21.0;4.38;53.4;74.5;6.4;0
9234;874362673;Servicios;6.7;1.8;18;9.0;4;62.4;18.4;4.49;59.2;44.8;2.2;1
9235;864483809;Comercio;4.7;4.3;26;11.5;6;73.9;13.0;3.31;19.4;39.9;24.5;0
9236;943637882;Servicios;5.8;5.3;18;-15.9;6;76.9;13.0;3.86;84.0;63.1;13.7;0
9237;839320258;Comercio;8.1;4.8;61;8.7;8;98.1;13.0;2.42;50.9;38.6;11.6;0
9238;975891534;Servicios;13.4;5.4;48;22.1;7;78.0;23.4;5.49;60.7;67.0;6.8;0
9239;817671549;Manufactura;6.1;4.8;44;-24.5;5;60.2;9.8;5.18;78.6;69.5;6.7;0
9240;844662869;Comercio;29.8;22.6;19;-9.1;4;64.0;12.2;2.42;55.1;70.2;0.8;0
9241;995276445;Servicios;31.3;31.3;9;28.1;7;85.3;7.2;2.48;65.4;74.1;19.5;0
9242;884862644;Comercio;34.8;10.5;79;-14.8;5;74.2;14.2;1.99;80.2;72.7;11.0;0
9243;983622017;Manufactura;6.9;2.0;21;-16.0;6;77.0;10.0;6.73;77.4;59.6;13.2;0
9244;842491656;Servicios;12.2;11.2;16;11.8;8;94.8;7.3;2.58;30.8;60.0;2.6;0
9245;829630198;Servicios;16.6;14.6;97;3.5;7;85.8;23.0;5.03;64.6;63.8;4.0;1
9246;828852824;Tecnología;7.2;2.6;42;-2.1;7;71.5;25.4;7.31;79.0;85.4;2.9;0
9247;935588843;Servicios;13.1;7.8;15;4.3;7;75.7;10.7;2.87;80.6;59.2;3.9;0
9248;819356397;Servicios;8.5;4.3;50;-7.0;5;65.7;1.8;2.31;62.6;49.3;0.7;0
9249;899813160;Comercio;6.6;2.4;8;-7.6;6;71.5;4.7;2.36;6.7;50.8;8.8;0
9250;977733989;Transporte;5.5;1.8;11;9.3;4;62.5;21.7;2.58;79.6;100.0;5.7;0
9251;952480692;Servicios;14.4;3.3;26;2.2;1;53.0;5.3;3.16;26.9;43.1;4.8;0
9252;988853627;Servicios;26.0;8.5;39;2.2;3;69.8;17.0;3.59;45.3;54.8;2.1;1
9253;964438935;Servicios;16.7;4.7;65;-10.0;5;70.6;0.1;3.73;53.8;56.9;3.2;0
9254;973180325;Comercio;13.9;11.2;7;12.5;4;77.0;37.7;3.79;87.1;74.7;16.3;0
9255;833921850;Manufactura;15.7;12.2;35;11.9;6;74.3;25.0;3.57;67.9;51.4;1.8;0
9256;810550543;Construcción;8.7;8.2;28;11.0;7;81.6;16.6;2.7;54.0;67.7;4.2;0
9257;989645246;Manufactura;2.5;1.2;53;18.2;5;61.9;36.1;2.6;38.7;70.2;8.4;0
9258;880545163;Construcción;8.6;6.3;30;5.2;5;61.3;14.7;2.88;71.4;89.1;2.7;0
9259;844354157;Construcción;6.1;5.0;30;13.1;4;65.3;19.4;4.11;88.0;92.7;6.8;0
9260;892490976;Construcción;6.7;3.4;83;0.3;4;60.6;7.4;2.71;67.3;65.9;1.6;0
9261;897350351;Servicios;7.9;3.3;67;16.7;2;40.4;27.6;3.56;61.4;80.0;0.0;0
9262;959164506;Manufactura;13.9;3.8;22;7.9;5;73.6;5.6;1.57;84.0;82.9;6.0;0
9263;860577599;Manufactura;3.8;0.8;23;14.4;5;62.3;4.3;3.75;40.9;69.4;3.2;0
9264;903356343;Servicios;10.2;9.1;18;4.5;3;58.7;17.5;3.11;56.3;56.3;1.9;0
9265;949066482;Transporte;30.1;22.2;23;-19.7;5;74.4;5.0;2.1;36.2;40.6;22.9;0
9266;958605582;Servicios;3.6;1.6;115;8.4;6;79.9;12.6;4.62;30.2;30.1;0.2;0
9267;950578384;Manufactura;2.8;2.4;138;11.2;4;62.2;5.6;4.38;66.5;67.2;0.8;0
9268;940257746;Tecnología;3.7;1.9;39;3.8;3;64.5;17.5;2.52;46.2;45.0;9.4;0
9269;815341834;Servicios;11.6;9.9;37;12.0;6;84.7;31.9;2.47;70.1;70.8;12.6;0
9270;861176354;Manufactura;9.9;5.0;37;3.3;3;59.7;18.3;7.15;73.2;64.2;2.5;0
9271;964087226;Servicios;20.8;16.5;22;3.5;3;60.6;15.2;2.87;80.8;72.5;7.9;0
9272;989759370;Tecnología;8.9;8.6;106;-13.4;5;56.7;10.4;4.3;37.8;34.4;0.3;0
9273;976942957;Comercio;10.7;3.2;82;0.1;4;74.0;19.1;4.03;92.4;87.3;6.5;1
9274;912644571;Comercio;10.6;4.5;11;11.1;3;48.2;7.6;2.71;36.3;41.5;23.7;1
9275;841825890;Servicios;6.4;6.0;49;-27.0;1;59.0;22.1;3.96;77.1;66.5;1.5;1
9276;948948489;Comercio;11.2;2.3;63;8.5;5;63.2;3.9;5.2;24.3;48.3;0.7;1
9277;917149936;Comercio;16.8;12.2;28;-5.7;4;71.7;13.5;4.36;61.5;45.3;3.6;0
9278;943156534;Comercio;33.0;27.4;14;4.1;5;66.3;7.7;2.15;58.5;67.6;2.4;0
9279;827930963;Construcción;7.8;2.0;16;20.5;4;56.9;4.0;5.01;51.2;64.3;44.8;0
9280;861935790;Construcción;7.3;5.6;16;18.2;5;60.8;9.7;3.42;64.6;56.9;9.2;0
9281;903668496;Construcción;5.9;4.5;21;11.2;5;61.6;13.0;5.45;39.7;42.2;18.0;0
9282;803513054;Servicios;15.4;11.1;23;2.0;2;68.8;35.1;2.22;72.8;50.6;24.0;1
9283;893910048;Servicios;23.6;5.1;8;-0.1;4;48.9;9.7;4.53;31.4;51.2;0.9;0
9284;911755425;Comercio;9.7;2.1;42;5.5;4;62.9;36.3;1.73;87.1;93.4;0.2;0
9285;998605391;Comercio;35.4;10.5;26;12.9;9;85.7;17.3;2.56;45.3;65.6;7.9;0
9286;963257792;Servicios;10.0;9.9;83;-0.2;10;87.4;40.9;5.15;82.2;78.9;27.0;0
9287;987783776;Servicios;5.2;1.2;15;11.9;3;66.0;6.7;3.21;73.9;53.4;24.2;0
9288;954425658;Servicios;13.9;6.5;33;4.8;5;63.2;16.8;1.92;49.5;68.2;32.2;0
9289;893818793;Comercio;2.0;1.3;47;1.6;3;60.4;21.0;3.65;50.0;73.3;22.2;1
9290;959846529;Servicios;3.4;2.6;29;-16.3;2;40.7;31.2;2.14;85.9;84.8;2.2;1
9291;961774359;Comercio;38.5;37.0;30;-4.3;4;63.0;24.5;3.23;75.9;88.4;3.8;0
9292;916737954;Transporte;4.8;4.1;26;7.7;4;65.4;10.9;2.97;69.1;67.6;1.8;0
9293;902526378;Comercio;3.9;2.1;32;-6.3;3;78.1;28.8;2.68;62.2;62.2;14.9;1
9294;903225723;Comercio;15.6;12.3;22;-3.4;5;72.2;31.2;3.01;52.8;68.5;5.7;0
9295;843376539;Tecnología;17.6;9.9;5;2.6;3;66.1;19.2;2.96;62.8;53.1;9.4;0
9296;973966268;Comercio;6.2;5.4;41;-0.8;6;73.0;20.2;1.19;62.4;78.4;26.7;0
9297;831240536;Tecnología;6.6;2.4;15;14.7;4;56.0;23.2;4.08;59.2;44.6;6.0;1
9298;840456003;Comercio;4.7;1.9;68;23.5;7;72.3;5.8;2.52;47.3;53.1;0.9;0
9299;959522343;Manufactura;30.6;26.3;16;8.1;1;29.5;0.8;3.58;36.3;59.4;0.8;0
9300;925673493;Servicios;4.8;4.4;43;-2.4;4;80.0;5.8;4.4;21.7;34.7;1.9;0
9301;983585502;Tecnología;7.3;3.9;22;0.1;3;66.5;19.2;3.68;66.3;71.4;0.0;1
9302;966792808;Construcción;6.5;5.2;15;7.7;0;43.6;5.8;2.47;54.5;64.5;3.0;1
9303;964160616;Tecnología;6.7;3.9;24;27.8;7;83.5;15.7;4.61;75.0;68.9;24.4;0
9304;960774514;Servicios;15.6;6.7;9;-10.6;1;36.4;9.4;4.5;21.2;35.8;18.0;1
9305;936148314;Comercio;3.5;2.6;33;11.6;6;81.9;9.0;2.58;77.0;63.5;14.1;0
9306;804426867;Transporte;13.2;11.3;10;-16.1;5;55.7;12.2;5.33;98.0;90.9;3.8;0
9307;944094323;Servicios;3.8;2.2;24;11.1;2;45.4;17.7;4.1;50.6;51.4;6.7;1
9308;994401676;Construcción;6.0;3.1;29;4.6;2;43.8;20.8;6.2;84.1;77.9;3.4;1
9309;832772569;Servicios;4.6;4.2;22;6.5;6;54.9;9.4;4.0;91.3;78.1;1.0;0
9310;937303728;Tecnología;4.3;0.9;15;-0.6;5;70.1;12.4;2.71;69.1;78.9;30.5;0
9311;886733834;Construcción;8.7;2.8;140;1.4;3;64.6;17.7;4.06;72.6;50.5;18.4;0
9312;941735968;Tecnología;14.9;6.5;11;-7.3;5;73.9;14.4;3.75;56.7;58.4;10.8;0
9313;912078170;Tecnología;5.7;2.0;10;8.7;7;72.0;15.4;4.96;82.2;70.9;3.3;0
9314;957009735;Servicios;3.2;1.4;202;22.9;6;70.7;14.6;2.18;40.5;45.4;18.8;0
9315;895994306;Tecnología;6.0;1.6;28;0.0;1;47.7;12.3;3.21;83.4;73.8;33.4;0
9316;961957497;Transporte;9.3;3.7;15;-9.5;5;75.4;25.8;2.26;27.6;46.1;2.9;1
9317;872937276;Manufactura;14.1;13.2;90;13.6;7;62.4;13.9;2.55;77.0;70.2;2.5;0
9318;841730050;Servicios;4.7;1.7;54;11.7;7;97.3;9.3;2.54;82.5;51.8;11.4;0
9319;976834118;Servicios;23.4;20.7;9;7.0;2;51.8;11.9;2.99;80.9;65.1;8.2;0
9320;808782611;Servicios;4.6;3.6;58;11.3;6;65.9;31.1;3.24;43.2;31.7;16.5;0
9321;990017644;Manufactura;10.1;9.8;15;4.9;4;62.0;15.0;3.05;67.8;74.2;15.8;0
9322;936085413;Tecnología;11.7;3.2;51;8.9;6;83.2;3.0;1.83;87.3;77.6;14.1;0
9323;836479622;Manufactura;8.1;5.7;5;2.6;5;57.1;20.7;4.52;54.0;59.1;24.5;1
9324;940938046;Comercio;4.5;1.7;32;0.5;2;57.7;13.4;7.34;71.3;64.4;24.0;1
9325;896816021;Comercio;9.2;2.5;21;-11.0;5;71.2;16.5;4.23;87.8;77.1;12.7;0
9326;888360472;Comercio;7.5;2.0;25;4.1;7;71.6;26.1;2.69;49.4;25.6;11.0;0
9327;993996349;Manufactura;4.6;3.9;7;2.7;3;65.4;9.6;2.33;78.7;58.8;5.9;0
9328;813955007;Manufactura;13.4;3.9;68;8.5;4;62.3;15.0;2.52;86.5;74.7;1.4;0
9329;860554994;Transporte;9.9;3.1;37;-6.5;0;39.7;27.8;4.01;41.1;64.0;4.4;1
9330;870270964;Comercio;13.8;5.9;32;-12.4;4;53.3;14.7;2.52;73.4;77.6;0.6;1
9331;920051602;Transporte;10.3;6.5;24;12.5;5;73.1;25.8;1.58;40.7;43.5;1.7;1
9332;888662581;Comercio;12.7;7.5;25;2.4;10;81.6;9.7;3.7;47.5;55.2;3.5;0
9333;895634414;Servicios;11.5;7.6;41;14.9;3;77.0;17.1;2.95;44.3;73.3;8.4;0
9334;951596322;Construcción;14.9;7.0;8;10.3;7;76.6;13.8;3.05;65.1;62.1;20.3;1
